('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.6577990136697419, 'scale': 0.02468588132911425, 'elite_rate': 0.3121946320923225, 'mutation_rate': 0.7816660364111881, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.8474386507003606, 'scale': 0.41701138013904704, 'elite_rate': 0.41280014895511147, 'mutation_rate': 0.3671923688041777, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.7453078763588102, 'scale': 0.4032689441800172, 'elite_rate': 0.10755333914225938, 'mutation_rate': 0.1301132715153483, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.17555415930631316, 'scale': 0.9171784204794877, 'elite_rate': 0.6429451164111118, 'mutation_rate': 0.8510807393657819, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.7147426151348121, 'scale': 0.0907515502978868, 'elite_rate': 0.7050495021405305, 'mutation_rate': 0.5969994852406325, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'blend', 'mating_pool_factor': 0.46660792592370803, 'scale': 0.6467167198645, 'elite_rate': 0.8655734899080187, 'mutation_rate': 0.15035266371262487, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'blend', 'mating_pool_factor': 0.27056569883210424, 'scale': 0.4316014850033359, 'elite_rate': 0.2610039400887888, 'mutation_rate': 0.3033794830577428, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.5983864732493592, 'scale': 0.28413952456277136, 'elite_rate': 0.46482656064246497, 'mutation_rate': 0.1318045687367306, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.24692307724596085, 'scale': 0.5897554349400823, 'elite_rate': 0.5007001154234545, 'mutation_rate': 0.2415698066494791, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'blend', 'mating_pool_factor': 0.6528117492156167, 'scale': 0.5387118967589929, 'elite_rate': 0.4640137654377169, 'mutation_rate': 0.1129553153096973, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.37867672048900824, 'scale': 0.20130316666722867, 'elite_rate': 0.7757145034635617, 'mutation_rate': 0.8648193072454852, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'blend', 'mating_pool_factor': 0.1543115476256855, 'scale': 0.9163739855309794, 'elite_rate': 0.4747672114908161, 'mutation_rate': 0.881116128102389, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.3177976397805239, 'scale': 0.1703880451829757, 'elite_rate': 0.17052013076825887, 'mutation_rate': 0.6168118820610093, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.5397218036643304, 'scale': 0.2425806432001003, 'elite_rate': 0.7070046309924084, 'mutation_rate': 0.7810623082318825, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.7592292884181373, 'scale': 0.8453534564108687, 'elite_rate': 0.34454341322189014, 'mutation_rate': 0.44937036239614714, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.5310313050416258, 'scale': 0.03875315559192167, 'elite_rate': 0.8412810344741947, 'mutation_rate': 0.48533447054906564, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.2973021151423375, 'scale': 0.2976964944213535, 'elite_rate': 0.1774875959438131, 'mutation_rate': 0.47968732292365523, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'even-odd', 'crossover': 'uniform', 'mating_pool_factor': 0.8200524101578758, 'scale': 0.3762657414052369, 'elite_rate': 0.05915771922697279, 'mutation_rate': 0.8446613811114247, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'uniform', 'mating_pool_factor': 0.7768670125444446, 'scale': 0.29297559225000086, 'elite_rate': 0.3926915085257463, 'mutation_rate': 0.4687428205793466, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.3402476455398111, 'scale': 0.713860436078003, 'elite_rate': 0.5889531540490067, 'mutation_rate': 0.16083352813087495, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.49706914120775125, 'scale': 0.18911269606413053, 'elite_rate': 0.5628710998909011, 'mutation_rate': 0.7084961110150871, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.4034536404979667, 'scale': 0.6156031444382016, 'elite_rate': 0.6717598372584402, 'mutation_rate': 0.4618780498793119, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.8581702268553163, 'scale': 0.4585725223697712, 'elite_rate': 0.29959561121729095, 'mutation_rate': 0.1530477164524447, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.10272013266692519, 'scale': 0.6803380626984489, 'elite_rate': 0.2623527838380062, 'mutation_rate': 0.7364900437588737, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'two', 'mating_pool_factor': 0.7384038465726744, 'scale': 0.8710501855621067, 'elite_rate': 0.3691075218695929, 'mutation_rate': 0.7232940621905519, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.5472816193999461, 'scale': 0.8619457438479196, 'elite_rate': 0.09240677331763368, 'mutation_rate': 0.5725530772717499, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.8679596808936861, 'scale': 0.08775709394534913, 'elite_rate': 0.44528105461494605, 'mutation_rate': 0.26942678584591717, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.4333401614200586, 'scale': 0.4900882806681737, 'elite_rate': 0.792672329313689, 'mutation_rate': 0.2685743505494196, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.8812199742220335, 'scale': 0.30436913232004337, 'elite_rate': 0.13031002599194455, 'mutation_rate': 0.24394493618609447, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.2289413715177642, 'scale': 0.20259254819353387, 'elite_rate': 0.11122291764966297, 'mutation_rate': 0.6263192060289574, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'two', 'mating_pool_factor': 0.5887016459529029, 'scale': 0.4139565362190194, 'elite_rate': 0.039918509040992416, 'mutation_rate': 0.15919726701231127, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'uniform', 'mating_pool_factor': 0.1406360697004959, 'scale': 0.74508100688107, 'elite_rate': 0.06802350969829817, 'mutation_rate': 0.5475771902351027, 'distribution': 'uniform'}, 'none')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.6754895322909611, 'scale': 0.9609053911133775, 'elite_rate': 0.08783551022683712, 'mutation_rate': 0.1713883607601, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'single', 'mating_pool_factor': 0.7040964269305728, 'scale': 0.9766390547083913, 'elite_rate': 0.3239510521910063, 'mutation_rate': 0.2029116721948759, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.4594506678147614, 'scale': 0.32833874404131336, 'elite_rate': 0.35212292891564206, 'mutation_rate': 0.4835269759246229, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.14211793031683587, 'scale': 0.3733957484674567, 'elite_rate': 0.08727022592999278, 'mutation_rate': 0.2375948005747349, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'blend', 'mating_pool_factor': 0.23341867554272067, 'scale': 0.7479550983020667, 'elite_rate': 0.5861183270406932, 'mutation_rate': 0.5648613639299758, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'single', 'mating_pool_factor': 0.14274911030059906, 'scale': 0.716264722110707, 'elite_rate': 0.8468391520993019, 'mutation_rate': 0.6645986823114888, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.583131790541633, 'scale': 0.9357966416195618, 'elite_rate': 0.3140863236912329, 'mutation_rate': 0.2818666078021552, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'blend', 'mating_pool_factor': 0.2383390423902478, 'scale': 0.8354120104514151, 'elite_rate': 0.0767870832336927, 'mutation_rate': 0.2863674369477426, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'cost', 'crossover': 'uniform', 'mating_pool_factor': 0.13729266089709358, 'scale': 0.9932357824587337, 'elite_rate': 0.8704153829936592, 'mutation_rate': 0.25060047083099013, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.8126716053200579, 'scale': 0.5284336779303789, 'elite_rate': 0.6570206363108149, 'mutation_rate': 0.4666977259886145, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'uniform', 'mating_pool_factor': 0.25404802887309474, 'scale': 0.29888325194247445, 'elite_rate': 0.15818490000917967, 'mutation_rate': 0.692122524577116, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.6830360763745781, 'scale': 0.7635801236018512, 'elite_rate': 0.1442414147761876, 'mutation_rate': 0.12088374956883151, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.26873929838296884, 'scale': 0.9437029270378863, 'elite_rate': 0.1094257876161768, 'mutation_rate': 0.7341540236602817, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.5876989795977735, 'scale': 0.6406462549821487, 'elite_rate': 0.7553777780876798, 'mutation_rate': 0.31992090265738793, 'distribution': 'gaussian'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.47659550172494336, 'scale': 0.08055050168982103, 'elite_rate': 0.16071165247536565, 'mutation_rate': 0.3109830210697825, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'uniform', 'mating_pool_factor': 0.8791262153336897, 'scale': 0.7559153893880449, 'elite_rate': 0.5262892724968755, 'mutation_rate': 0.6123733571960758, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'blend', 'mating_pool_factor': 0.13854189305136055, 'scale': 0.8520134067763918, 'elite_rate': 0.1936845936239245, 'mutation_rate': 0.7698803826390733, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.8076503684782245, 'scale': 0.48768651031852384, 'elite_rate': 0.3881452949073103, 'mutation_rate': 0.25967256696167473, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'single', 'mating_pool_factor': 0.7338168917777474, 'scale': 0.5472114391643532, 'elite_rate': 0.37442955030248887, 'mutation_rate': 0.5696830223804598, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'blend', 'mating_pool_factor': 0.8655724415913204, 'scale': 0.8014867897510621, 'elite_rate': 0.7105835978916016, 'mutation_rate': 0.348255137531453, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.27934144321833954, 'scale': 0.4467080683255831, 'elite_rate': 0.7538206545595043, 'mutation_rate': 0.84293201882208, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.8449687877597184, 'scale': 0.2904511383279083, 'elite_rate': 0.76011981918592, 'mutation_rate': 0.43676296340332177, 'distribution': 'levy'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'uniform', 'mating_pool_factor': 0.6149907511219748, 'scale': 0.1804059458697001, 'elite_rate': 0.675765828713785, 'mutation_rate': 0.8496972440480892, 'distribution': 'gaussian'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'single', 'mating_pool_factor': 0.7219001567269793, 'scale': 0.3243993617989893, 'elite_rate': 0.7432743771268371, 'mutation_rate': 0.8010335474922415, 'distribution': 'uniform'}, 'greedy')
('genetic_algorithm', {'pairing': 'tournament_3_50', 'crossover': 'two', 'mating_pool_factor': 0.47344700875674717, 'scale': 0.9464524784491964, 'elite_rate': 0.5605690400780224, 'mutation_rate': 0.2247737688138128, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.29227568118545777, 'scale': 0.11088394018250118, 'elite_rate': 0.7480576840613883, 'mutation_rate': 0.48125528905324055, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'two', 'mating_pool_factor': 0.33592865469246136, 'scale': 0.07990128536796554, 'elite_rate': 0.07991066353010383, 'mutation_rate': 0.37290369054762684, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'single', 'mating_pool_factor': 0.6849851982962643, 'scale': 0.8075788410837997, 'elite_rate': 0.18419006770467405, 'mutation_rate': 0.21907888290412983, 'distribution': 'uniform'}, 'metropolis')
('genetic_algorithm', {'pairing': 'random', 'crossover': 'blend', 'mating_pool_factor': 0.5098927935539945, 'scale': 0.46048873419762903, 'elite_rate': 0.40516119367918174, 'mutation_rate': 0.5246592019765494, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'uniform', 'mating_pool_factor': 0.6999322091331399, 'scale': 0.5194937389557716, 'elite_rate': 0.3428846691213517, 'mutation_rate': 0.14128609055329194, 'distribution': 'levy'}, 'none')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'uniform', 'mating_pool_factor': 0.6177315669290595, 'scale': 0.7990641991812523, 'elite_rate': 0.7613477898189107, 'mutation_rate': 0.23812332143698436, 'distribution': 'levy'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_2_75', 'crossover': 'two', 'mating_pool_factor': 0.8253328772238006, 'scale': 0.5149229893710484, 'elite_rate': 0.5495198984032834, 'mutation_rate': 0.19702689532826792, 'distribution': 'gaussian'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_50', 'crossover': 'blend', 'mating_pool_factor': 0.8105934219868681, 'scale': 0.14532327175529522, 'elite_rate': 0.7592667072878958, 'mutation_rate': 0.232979448089773, 'distribution': 'uniform'}, 'all')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.46071840875409764, 'scale': 0.7082882934904352, 'elite_rate': 0.21908106146515455, 'mutation_rate': 0.7658469998863435, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_3_75', 'crossover': 'two', 'mating_pool_factor': 0.6546358368963031, 'scale': 0.9905374023809387, 'elite_rate': 0.8300694276101344, 'mutation_rate': 0.8245541019920456, 'distribution': 'levy'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'linear_0.5_0.5', 'mating_pool_factor': 0.39355532378516134, 'scale': 0.44131207291757607, 'elite_rate': 0.5569297450983645, 'mutation_rate': 0.14761425377219783, 'distribution': 'levy'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.8550292442641196, 'scale': 0.13413202171172006, 'elite_rate': 0.3274961108982963, 'mutation_rate': 0.673026639136437, 'distribution': 'gaussian'}, 'metropolis')
('genetic_algorithm', {'pairing': 'tournament_3_100', 'crossover': 'single', 'mating_pool_factor': 0.8015340655300752, 'scale': 0.5963536526203783, 'elite_rate': 0.8713493426231836, 'mutation_rate': 0.7435545959113617, 'distribution': 'uniform'}, 'probabilistic')
('genetic_algorithm', {'pairing': 'tournament_2_100', 'crossover': 'two', 'mating_pool_factor': 0.631382786827152, 'scale': 0.8730686177939562, 'elite_rate': 0.14575171202323214, 'mutation_rate': 0.1114572266012448, 'distribution': 'gaussian'}, 'all')
('genetic_algorithm', {'pairing': 'rank', 'crossover': 'uniform', 'mating_pool_factor': 0.6860129247921616, 'scale': 0.5680477287860755, 'elite_rate': 0.8454499795126371, 'mutation_rate': 0.7109854343431019, 'distribution': 'uniform'}, 'metropolis')
